Date,Price,Return
30-Mar-10,1173.27,0.00
31-Mar-10,1169.43,0.00
1-Apr-10,1178.10,0.01
5-Apr-10,1187.44,0.01
6-Apr-10,1189.44,0.00
7-Apr-10,1182.45,-0.01
8-Apr-10,1186.44,0.00
9-Apr-10,1194.37,0.01
12-Apr-10,1196.48,0.00
13-Apr-10,1197.30,0.00
14-Apr-10,1210.65,0.01
15-Apr-10,1211.67,0.00
16-Apr-10,1192.13,-0.02
19-Apr-10,1197.52,0.00
20-Apr-10,1207.17,0.01
21-Apr-10,1205.94,0.00
22-Apr-10,1208.67,0.00
23-Apr-10,1217.28,0.01
26-Apr-10,1212.05,0.00
27-Apr-10,1183.71,-0.02
28-Apr-10,1191.36,0.01
29-Apr-10,1206.78,0.01
30-Apr-10,1186.69,-0.02
3-May-10,1202.26,0.01
4-May-10,1173.60,-0.02
5-May-10,1165.87,-0.01
6-May-10,1128.15,-0.03
7-May-10,1110.88,-0.02
10-May-10,1159.73,0.04
11-May-10,1155.79,0.00
12-May-10,1171.67,0.01
13-May-10,1157.44,-0.01
14-May-10,1135.68,-0.02
17-May-10,1136.94,0.00
18-May-10,1120.80,-0.01
19-May-10,1115.05,-0.01
20-May-10,1071.59,-0.04
21-May-10,1087.69,0.01
24-May-10,1073.65,-0.01
25-May-10,1074.03,0.00
26-May-10,1067.95,-0.01
27-May-10,1103.06,0.03
28-May-10,1089.41,-0.01
1-Jun-10,1070.71,-0.02
2-Jun-10,1098.38,0.03
3-Jun-10,1102.83,0.00
4-Jun-10,1064.88,-0.04
7-Jun-10,1050.47,-0.01
8-Jun-10,1062.00,0.01
9-Jun-10,1055.69,-0.01
10-Jun-10,1086.84,0.03
11-Jun-10,1091.60,0.00
14-Jun-10,1089.63,0.00
15-Jun-10,1115.23,0.02
16-Jun-10,1114.61,0.00
17-Jun-10,1116.04,0.00
18-Jun-10,1117.51,0.00
21-Jun-10,1113.20,0.00
22-Jun-10,1095.31,-0.02
23-Jun-10,1092.04,0.00
24-Jun-10,1073.69,-0.02
25-Jun-10,1076.76,0.00
28-Jun-10,1074.57,0.00
29-Jun-10,1041.24,-0.03
30-Jun-10,1030.71,-0.01
1-Jul-10,1027.37,0.00
2-Jul-10,1022.58,0.00
6-Jul-10,1028.06,0.01
7-Jul-10,1060.27,0.03
8-Jul-10,1070.25,0.01
9-Jul-10,1077.96,0.01
12-Jul-10,1078.75,0.00
13-Jul-10,1095.34,0.02
14-Jul-10,1095.17,0.00
15-Jul-10,1096.48,0.00
16-Jul-10,1064.88,-0.03
19-Jul-10,1071.25,0.01
20-Jul-10,1083.48,0.01
21-Jul-10,1069.59,-0.01
22-Jul-10,1093.67,0.02
23-Jul-10,1102.66,0.01
26-Jul-10,1115.01,0.01
27-Jul-10,1113.84,0.00
28-Jul-10,1106.13,-0.01
29-Jul-10,1101.53,0.00
30-Jul-10,1101.60,0.00
2-Aug-10,1125.86,0.02
3-Aug-10,1120.46,0.00
4-Aug-10,1127.24,0.01
5-Aug-10,1125.81,0.00
6-Aug-10,1121.64,0.00
9-Aug-10,1127.79,0.01
10-Aug-10,1121.06,-0.01
11-Aug-10,1089.47,-0.03
12-Aug-10,1083.61,-0.01
13-Aug-10,1079.25,0.00
16-Aug-10,1079.38,0.00
17-Aug-10,1092.54,0.01
18-Aug-10,1094.16,0.00
19-Aug-10,1075.63,-0.02
20-Aug-10,1071.69,0.00
23-Aug-10,1067.36,0.00
24-Aug-10,1051.87,-0.01
25-Aug-10,1055.33,0.00
26-Aug-10,1047.22,-0.01
27-Aug-10,1064.59,0.02
30-Aug-10,1048.92,-0.01
31-Aug-10,1049.33,0.00
1-Sep-10,1080.29,0.03
2-Sep-10,1090.10,0.01
3-Sep-10,1104.51,0.01
7-Sep-10,1091.84,-0.01
8-Sep-10,1098.87,0.01
9-Sep-10,1104.18,0.00
10-Sep-10,1109.55,0.00
13-Sep-10,1121.90,0.01
14-Sep-10,1121.10,0.00
15-Sep-10,1125.07,0.00
16-Sep-10,1124.66,0.00
17-Sep-10,1125.59,0.00
20-Sep-10,1142.71,0.02
21-Sep-10,1139.78,0.00
22-Sep-10,1134.28,0.00
23-Sep-10,1124.83,-0.01
24-Sep-10,1148.67,0.02
27-Sep-10,1142.16,-0.01
28-Sep-10,1147.70,0.00
29-Sep-10,1144.73,0.00
30-Sep-10,1141.20,0.00
1-Oct-10,1146.24,0.00
4-Oct-10,1137.03,-0.01
5-Oct-10,1160.75,0.02
6-Oct-10,1159.97,0.00
7-Oct-10,1158.06,0.00
8-Oct-10,1165.15,0.01
11-Oct-10,1165.32,0.00
12-Oct-10,1169.77,0.00
13-Oct-10,1178.10,0.01
14-Oct-10,1173.81,0.00
15-Oct-10,1176.19,0.00
18-Oct-10,1184.71,0.01
19-Oct-10,1165.90,-0.02
20-Oct-10,1178.17,0.01
21-Oct-10,1180.26,0.00
22-Oct-10,1183.08,0.00
25-Oct-10,1185.62,0.00
26-Oct-10,1185.64,0.00
27-Oct-10,1182.45,0.00
28-Oct-10,1183.78,0.00
29-Oct-10,1183.26,0.00
1-Nov-10,1184.38,0.00
2-Nov-10,1193.57,0.01
3-Nov-10,1197.96,0.00
4-Nov-10,1221.06,0.02
5-Nov-10,1225.85,0.00
8-Nov-10,1223.25,0.00
9-Nov-10,1213.40,-0.01
10-Nov-10,1218.71,0.00
11-Nov-10,1213.54,0.00
12-Nov-10,1199.21,-0.01
15-Nov-10,1197.75,0.00
16-Nov-10,1178.34,-0.02
17-Nov-10,1178.59,0.00
18-Nov-10,1196.69,0.02
19-Nov-10,1199.73,0.00
22-Nov-10,1197.84,0.00
23-Nov-10,1180.73,-0.01
24-Nov-10,1198.35,0.01
26-Nov-10,1189.40,-0.01
29-Nov-10,1187.76,0.00
30-Nov-10,1180.55,-0.01
1-Dec-10,1206.07,0.02
2-Dec-10,1221.53,0.01
3-Dec-10,1224.71,0.00
6-Dec-10,1223.12,0.00
7-Dec-10,1223.75,0.00
8-Dec-10,1228.28,0.00
9-Dec-10,1233.00,0.00
10-Dec-10,1240.40,0.01
13-Dec-10,1240.46,0.00
14-Dec-10,1241.59,0.00
15-Dec-10,1235.23,-0.01
16-Dec-10,1242.87,0.01
17-Dec-10,1243.91,0.00
20-Dec-10,1247.08,0.00
21-Dec-10,1254.60,0.01
22-Dec-10,1258.84,0.00
23-Dec-10,1256.77,0.00
27-Dec-10,1257.54,0.00
28-Dec-10,1258.51,0.00
29-Dec-10,1259.78,0.00
30-Dec-10,1257.88,0.00
31-Dec-10,1257.64,0.00
3-Jan-11,1271.87,0.01
4-Jan-11,1270.20,0.00
5-Jan-11,1276.56,0.00
6-Jan-11,1273.85,0.00
7-Jan-11,1271.50,0.00
10-Jan-11,1269.75,0.00
11-Jan-11,1274.48,0.00
12-Jan-11,1285.96,0.01
13-Jan-11,1283.76,0.00
14-Jan-11,1293.24,0.01
18-Jan-11,1295.02,0.00
19-Jan-11,1281.92,-0.01
20-Jan-11,1280.26,0.00
21-Jan-11,1283.35,0.00
24-Jan-11,1290.84,0.01
25-Jan-11,1291.18,0.00
26-Jan-11,1296.63,0.00
27-Jan-11,1299.54,0.00
28-Jan-11,1276.34,-0.02
31-Jan-11,1286.12,0.01
1-Feb-11,1307.59,0.02
2-Feb-11,1304.03,0.00
3-Feb-11,1307.10,0.00
4-Feb-11,1310.87,0.00
7-Feb-11,1319.05,0.01
8-Feb-11,1324.57,0.00
9-Feb-11,1320.88,0.00
10-Feb-11,1321.87,0.00
11-Feb-11,1329.15,0.01
14-Feb-11,1332.32,0.00
15-Feb-11,1328.01,0.00
16-Feb-11,1336.32,0.01
17-Feb-11,1340.43,0.00
18-Feb-11,1343.01,0.00
22-Feb-11,1315.44,-0.02
23-Feb-11,1307.40,-0.01
24-Feb-11,1306.10,0.00
25-Feb-11,1319.88,0.01
28-Feb-11,1327.22,0.01
1-Mar-11,1306.33,-0.02
2-Mar-11,1308.44,0.00
3-Mar-11,1330.97,0.02
4-Mar-11,1321.15,-0.01
7-Mar-11,1310.13,-0.01
8-Mar-11,1321.82,0.01
9-Mar-11,1320.02,0.00
10-Mar-11,1295.11,-0.02
11-Mar-11,1304.28,0.01
14-Mar-11,1296.39,-0.01
15-Mar-11,1281.87,-0.01
16-Mar-11,1256.88,-0.02
17-Mar-11,1273.72,0.01
18-Mar-11,1279.21,0.00
21-Mar-11,1298.38,0.01
22-Mar-11,1293.77,0.00
23-Mar-11,1297.54,0.00
24-Mar-11,1309.66,0.01
25-Mar-11,1313.80,0.00
28-Mar-11,1310.19,0.00
29-Mar-11,1319.44,0.01
30-Mar-11,1328.26,0.01
31-Mar-11,1325.83,0.00
1-Apr-11,1332.41,0.00
4-Apr-11,1332.87,0.00
5-Apr-11,1332.63,0.00
6-Apr-11,1335.54,0.00
7-Apr-11,1333.51,0.00
8-Apr-11,1328.17,0.00
11-Apr-11,1324.46,0.00
12-Apr-11,1314.16,-0.01
13-Apr-11,1314.41,0.00
14-Apr-11,1314.52,0.00
15-Apr-11,1319.68,0.00
18-Apr-11,1305.14,-0.01
19-Apr-11,1312.62,0.01
20-Apr-11,1330.36,0.01
21-Apr-11,1337.38,0.01
25-Apr-11,1335.25,0.00
26-Apr-11,1347.24,0.01
27-Apr-11,1355.66,0.01
28-Apr-11,1360.48,0.00
29-Apr-11,1363.61,0.00
2-May-11,1361.22,0.00
3-May-11,1356.62,0.00
4-May-11,1347.32,-0.01
5-May-11,1335.10,-0.01
6-May-11,1340.20,0.00
9-May-11,1346.29,0.00
10-May-11,1357.16,0.01
11-May-11,1342.08,-0.01
12-May-11,1348.65,0.00
13-May-11,1337.77,-0.01
16-May-11,1329.47,-0.01
17-May-11,1328.98,0.00
18-May-11,1340.68,0.01
19-May-11,1343.60,0.00
20-May-11,1333.27,-0.01
23-May-11,1317.37,-0.01
24-May-11,1316.28,0.00
25-May-11,1320.47,0.00
26-May-11,1325.69,0.00
27-May-11,1331.10,0.00
31-May-11,1345.20,0.01
1-Jun-11,1314.55,-0.02
2-Jun-11,1312.94,0.00
3-Jun-11,1300.16,-0.01
6-Jun-11,1286.17,-0.01
7-Jun-11,1284.94,0.00
8-Jun-11,1279.56,0.00
9-Jun-11,1289.00,0.01
10-Jun-11,1270.98,-0.01
13-Jun-11,1271.83,0.00
14-Jun-11,1287.87,0.01
15-Jun-11,1265.42,-0.02
16-Jun-11,1267.64,0.00
17-Jun-11,1271.50,0.00
20-Jun-11,1278.36,0.01
21-Jun-11,1295.52,0.01
22-Jun-11,1287.14,-0.01
23-Jun-11,1283.50,0.00
24-Jun-11,1268.45,-0.01
27-Jun-11,1280.10,0.01
28-Jun-11,1296.67,0.01
29-Jun-11,1307.41,0.01
30-Jun-11,1320.64,0.01
1-Jul-11,1339.67,0.01
5-Jul-11,1337.88,0.00
6-Jul-11,1339.22,0.00
7-Jul-11,1353.22,0.01
8-Jul-11,1343.80,-0.01
11-Jul-11,1319.49,-0.02
12-Jul-11,1313.64,0.00
13-Jul-11,1317.72,0.00
14-Jul-11,1308.87,-0.01
15-Jul-11,1316.14,0.01
18-Jul-11,1305.44,-0.01
19-Jul-11,1326.73,0.02
20-Jul-11,1325.84,0.00
21-Jul-11,1343.80,0.01
22-Jul-11,1345.02,0.00
25-Jul-11,1337.43,-0.01
26-Jul-11,1331.94,0.00
27-Jul-11,1304.89,-0.02
28-Jul-11,1300.67,0.00
29-Jul-11,1292.28,-0.01
1-Aug-11,1286.94,0.00
2-Aug-11,1254.05,-0.03
3-Aug-11,1260.34,0.01
4-Aug-11,1200.07,-0.05
5-Aug-11,1199.38,0.00
8-Aug-11,1119.46,-0.07
9-Aug-11,1172.53,0.05
10-Aug-11,1120.76,-0.05
11-Aug-11,1172.64,0.05
12-Aug-11,1178.81,0.01
15-Aug-11,1204.49,0.02
16-Aug-11,1192.76,-0.01
17-Aug-11,1193.89,0.00
18-Aug-11,1140.65,-0.05
19-Aug-11,1123.53,-0.02
22-Aug-11,1123.82,0.00
23-Aug-11,1162.35,0.03
24-Aug-11,1177.60,0.01
25-Aug-11,1159.27,-0.02
26-Aug-11,1176.80,0.02
29-Aug-11,1210.08,0.03
30-Aug-11,1212.92,0.00
31-Aug-11,1218.89,0.00
1-Sep-11,1204.42,-0.01
2-Sep-11,1173.97,-0.03
6-Sep-11,1165.24,-0.01
7-Sep-11,1198.62,0.03
8-Sep-11,1185.90,-0.01
9-Sep-11,1154.23,-0.03
12-Sep-11,1162.27,0.01
13-Sep-11,1172.87,0.01
14-Sep-11,1188.68,0.01
15-Sep-11,1209.11,0.02
16-Sep-11,1216.01,0.01
19-Sep-11,1204.09,-0.01
20-Sep-11,1202.09,0.00
21-Sep-11,1166.76,-0.03
22-Sep-11,1129.56,-0.03
23-Sep-11,1136.43,0.01
26-Sep-11,1162.95,0.02
27-Sep-11,1175.38,0.01
28-Sep-11,1151.06,-0.02
29-Sep-11,1160.40,0.01
30-Sep-11,1131.42,-0.03
3-Oct-11,1099.23,-0.03
4-Oct-11,1123.95,0.02
5-Oct-11,1144.03,0.02
6-Oct-11,1164.97,0.02
7-Oct-11,1155.46,-0.01
10-Oct-11,1194.89,0.03
11-Oct-11,1195.54,0.00
12-Oct-11,1207.25,0.01
13-Oct-11,1203.66,0.00
14-Oct-11,1224.58,0.02
17-Oct-11,1200.86,-0.02
18-Oct-11,1225.38,0.02
19-Oct-11,1209.88,-0.01
20-Oct-11,1215.39,0.00
21-Oct-11,1238.25,0.02
24-Oct-11,1254.19,0.01
25-Oct-11,1229.05,-0.02
26-Oct-11,1242.00,0.01
27-Oct-11,1284.59,0.03
28-Oct-11,1285.09,0.00
31-Oct-11,1253.30,-0.03
1-Nov-11,1218.28,-0.03
2-Nov-11,1237.90,0.02
3-Nov-11,1261.15,0.02
4-Nov-11,1253.23,-0.01
7-Nov-11,1261.12,0.01
8-Nov-11,1275.92,0.01
9-Nov-11,1229.10,-0.04
10-Nov-11,1239.70,0.01
11-Nov-11,1263.85,0.02
14-Nov-11,1251.78,-0.01
15-Nov-11,1257.81,0.00
16-Nov-11,1236.91,-0.02
17-Nov-11,1216.13,-0.02
18-Nov-11,1215.65,0.00
21-Nov-11,1192.98,-0.02
22-Nov-11,1188.04,0.00
23-Nov-11,1161.79,-0.02
25-Nov-11,1158.67,0.00
28-Nov-11,1192.55,0.03
29-Nov-11,1195.19,0.00
30-Nov-11,1246.96,0.04
1-Dec-11,1244.58,0.00
2-Dec-11,1244.28,0.00
5-Dec-11,1257.08,0.01
6-Dec-11,1258.47,0.00
7-Dec-11,1261.01,0.00
8-Dec-11,1234.35,-0.02
9-Dec-11,1255.19,0.02
12-Dec-11,1236.47,-0.02
13-Dec-11,1225.73,-0.01
14-Dec-11,1211.82,-0.01
15-Dec-11,1215.75,0.00
16-Dec-11,1219.66,0.00
19-Dec-11,1205.35,-0.01
20-Dec-11,1241.30,0.03
21-Dec-11,1243.72,0.00
22-Dec-11,1254.00,0.01
23-Dec-11,1265.33,0.01
27-Dec-11,1265.43,0.00
28-Dec-11,1249.64,-0.01
29-Dec-11,1263.02,0.01
30-Dec-11,1257.60,0.00
3-Jan-12,1277.06,0.02
4-Jan-12,1277.30,0.00
5-Jan-12,1281.06,0.00
6-Jan-12,1277.81,0.00
9-Jan-12,1280.70,0.00
10-Jan-12,1292.08,0.01
11-Jan-12,1292.48,0.00
12-Jan-12,1295.50,0.00
13-Jan-12,1289.09,0.00
17-Jan-12,1293.67,0.00
18-Jan-12,1308.04,0.01
19-Jan-12,1314.50,0.00
20-Jan-12,1315.38,0.00
23-Jan-12,1316.00,0.00
24-Jan-12,1314.65,0.00
25-Jan-12,1326.06,0.01
26-Jan-12,1318.43,-0.01
27-Jan-12,1316.33,0.00
30-Jan-12,1313.01,0.00
31-Jan-12,1312.41,0.00
1-Feb-12,1324.09,0.01
2-Feb-12,1325.54,0.00
3-Feb-12,1344.90,0.01
6-Feb-12,1344.33,0.00
7-Feb-12,1347.05,0.00
8-Feb-12,1349.96,0.00
9-Feb-12,1351.95,0.00
10-Feb-12,1342.64,-0.01
13-Feb-12,1351.77,0.01
14-Feb-12,1350.50,0.00
15-Feb-12,1343.23,-0.01
16-Feb-12,1358.04,0.01
17-Feb-12,1361.23,0.00
21-Feb-12,1362.21,0.00
22-Feb-12,1357.66,0.00
23-Feb-12,1363.46,0.00
24-Feb-12,1365.74,0.00
27-Feb-12,1367.59,0.00
28-Feb-12,1372.18,0.00
29-Feb-12,1365.68,0.00
1-Mar-12,1374.09,0.01
2-Mar-12,1369.63,0.00
5-Mar-12,1364.33,0.00
6-Mar-12,1343.36,-0.02
7-Mar-12,1352.63,0.01
8-Mar-12,1365.91,0.01
9-Mar-12,1370.87,0.00
12-Mar-12,1371.09,0.00
13-Mar-12,1395.95,0.02
14-Mar-12,1394.28,0.00
15-Mar-12,1402.60,0.01
16-Mar-12,1404.17,0.00
19-Mar-12,1409.75,0.00
20-Mar-12,1405.52,0.00
21-Mar-12,1402.89,0.00
22-Mar-12,1392.78,-0.01
23-Mar-12,1397.11,0.00
26-Mar-12,1416.51,0.01
27-Mar-12,1412.52,0.00
28-Mar-12,1405.54,0.00
29-Mar-12,1403.28,0.00
30-Mar-12,1408.47,0.00
2-Apr-12,1419.04,0.01
3-Apr-12,1413.38,0.00
4-Apr-12,1398.96,-0.01
5-Apr-12,1398.08,0.00
9-Apr-12,1382.20,-0.01
10-Apr-12,1358.59,-0.02
11-Apr-12,1368.71,0.01
12-Apr-12,1387.57,0.01
13-Apr-12,1370.26,-0.01
16-Apr-12,1369.57,0.00
17-Apr-12,1390.78,0.02
18-Apr-12,1385.14,0.00
19-Apr-12,1376.92,-0.01
20-Apr-12,1378.53,0.00
23-Apr-12,1366.94,-0.01
24-Apr-12,1371.97,0.00
25-Apr-12,1390.69,0.01
26-Apr-12,1399.98,0.01
27-Apr-12,1403.36,0.00
30-Apr-12,1397.91,0.00
1-May-12,1405.82,0.01
2-May-12,1402.31,0.00
3-May-12,1391.57,-0.01
4-May-12,1369.10,-0.02
7-May-12,1369.58,0.00
8-May-12,1363.72,0.00
9-May-12,1354.58,-0.01
10-May-12,1357.99,0.00
11-May-12,1353.39,0.00
14-May-12,1338.35,-0.01
15-May-12,1330.66,-0.01
16-May-12,1324.80,0.00
17-May-12,1304.86,-0.02
18-May-12,1295.22,-0.01
21-May-12,1315.99,0.02
22-May-12,1316.63,0.00
23-May-12,1318.86,0.00
24-May-12,1320.68,0.00
25-May-12,1317.82,0.00
29-May-12,1332.42,0.01
30-May-12,1313.32,-0.01
31-May-12,1310.33,0.00
1-Jun-12,1278.04,-0.02
4-Jun-12,1278.18,0.00
5-Jun-12,1285.50,0.01
6-Jun-12,1315.13,0.02
7-Jun-12,1314.99,0.00
8-Jun-12,1325.66,0.01
11-Jun-12,1308.93,-0.01
12-Jun-12,1324.18,0.01
13-Jun-12,1314.88,-0.01
14-Jun-12,1329.10,0.01
15-Jun-12,1342.84,0.01
18-Jun-12,1344.78,0.00
19-Jun-12,1357.98,0.01
20-Jun-12,1355.69,0.00
21-Jun-12,1325.51,-0.02
22-Jun-12,1335.02,0.01
25-Jun-12,1313.72,-0.02
26-Jun-12,1319.99,0.00
27-Jun-12,1331.85,0.01
28-Jun-12,1329.04,0.00
29-Jun-12,1362.16,0.02
2-Jul-12,1365.51,0.00
3-Jul-12,1374.02,0.01
5-Jul-12,1367.58,0.00
6-Jul-12,1354.68,-0.01
9-Jul-12,1352.46,0.00
10-Jul-12,1341.47,-0.01
11-Jul-12,1341.45,0.00
12-Jul-12,1334.76,0.00
13-Jul-12,1356.78,0.02
16-Jul-12,1353.64,0.00
17-Jul-12,1363.67,0.01
18-Jul-12,1372.78,0.01
19-Jul-12,1376.51,0.00
20-Jul-12,1362.66,-0.01
23-Jul-12,1350.52,-0.01
24-Jul-12,1338.31,-0.01
25-Jul-12,1337.89,0.00
26-Jul-12,1360.02,0.02
27-Jul-12,1385.97,0.02
30-Jul-12,1385.30,0.00
31-Jul-12,1379.32,0.00
1-Aug-12,1375.32,0.00
2-Aug-12,1365.00,-0.01
3-Aug-12,1390.99,0.02
6-Aug-12,1394.23,0.00
7-Aug-12,1401.35,0.01
8-Aug-12,1402.22,0.00
9-Aug-12,1402.80,0.00
10-Aug-12,1405.87,0.00
13-Aug-12,1404.11,0.00
14-Aug-12,1403.93,0.00
15-Aug-12,1405.53,0.00
16-Aug-12,1415.51,0.01
17-Aug-12,1418.16,0.00
20-Aug-12,1418.13,0.00
21-Aug-12,1413.17,0.00
22-Aug-12,1413.49,0.00
23-Aug-12,1402.08,-0.01
24-Aug-12,1411.13,0.01
27-Aug-12,1410.44,0.00
28-Aug-12,1409.30,0.00
29-Aug-12,1410.49,0.00
30-Aug-12,1399.48,-0.01
31-Aug-12,1406.58,0.01
4-Sep-12,1404.94,0.00
5-Sep-12,1403.44,0.00
6-Sep-12,1432.12,0.02
7-Sep-12,1437.92,0.00
10-Sep-12,1429.08,-0.01
11-Sep-12,1433.56,0.00
12-Sep-12,1436.56,0.00
13-Sep-12,1459.99,0.02
14-Sep-12,1465.77,0.00
17-Sep-12,1461.19,0.00
18-Sep-12,1459.32,0.00
19-Sep-12,1461.05,0.00
20-Sep-12,1460.26,0.00
21-Sep-12,1460.15,0.00
24-Sep-12,1456.89,0.00
25-Sep-12,1441.59,-0.01
26-Sep-12,1433.32,-0.01
27-Sep-12,1447.15,0.01
28-Sep-12,1440.67,0.00
1-Oct-12,1444.49,0.00
2-Oct-12,1445.75,0.00
3-Oct-12,1450.99,0.00
4-Oct-12,1461.40,0.01
5-Oct-12,1460.93,0.00
8-Oct-12,1455.88,0.00
9-Oct-12,1441.48,-0.01
10-Oct-12,1432.56,-0.01
11-Oct-12,1432.84,0.00
12-Oct-12,1428.59,0.00
15-Oct-12,1440.13,0.01
16-Oct-12,1454.92,0.01
17-Oct-12,1460.91,0.00
18-Oct-12,1457.34,0.00
19-Oct-12,1433.19,-0.02
22-Oct-12,1433.82,0.00
23-Oct-12,1413.11,-0.01
24-Oct-12,1408.75,0.00
25-Oct-12,1412.97,0.00
26-Oct-12,1411.94,0.00
31-Oct-12,1412.16,0.00
1-Nov-12,1427.59,0.01
2-Nov-12,1414.20,-0.01
5-Nov-12,1417.26,0.00
6-Nov-12,1428.39,0.01
7-Nov-12,1394.53,-0.02
8-Nov-12,1377.51,-0.01
9-Nov-12,1379.85,0.00
12-Nov-12,1380.03,0.00
13-Nov-12,1374.53,0.00
14-Nov-12,1355.49,-0.01
15-Nov-12,1353.33,0.00
16-Nov-12,1359.88,0.00
19-Nov-12,1386.89,0.02
20-Nov-12,1387.81,0.00
21-Nov-12,1391.03,0.00
23-Nov-12,1409.15,0.01
26-Nov-12,1406.29,0.00
27-Nov-12,1398.94,-0.01
28-Nov-12,1409.93,0.01
29-Nov-12,1415.95,0.00
30-Nov-12,1416.18,0.00
3-Dec-12,1409.46,0.00
4-Dec-12,1407.05,0.00
5-Dec-12,1409.28,0.00
6-Dec-12,1413.94,0.00
7-Dec-12,1418.07,0.00
10-Dec-12,1418.55,0.00
11-Dec-12,1427.84,0.01
12-Dec-12,1428.48,0.00
13-Dec-12,1419.45,-0.01
14-Dec-12,1413.58,0.00
17-Dec-12,1430.36,0.01
18-Dec-12,1446.79,0.01
19-Dec-12,1435.81,-0.01
20-Dec-12,1443.69,0.01
21-Dec-12,1430.15,-0.01
24-Dec-12,1426.66,0.00
26-Dec-12,1419.83,0.00
27-Dec-12,1418.10,0.00
28-Dec-12,1402.43,-0.01
31-Dec-12,1426.19,0.02
2-Jan-13,1462.42,0.03
3-Jan-13,1459.37,0.00
4-Jan-13,1466.47,0.00
7-Jan-13,1461.89,0.00
8-Jan-13,1457.15,0.00
9-Jan-13,1461.02,0.00
10-Jan-13,1472.12,0.01
11-Jan-13,1472.05,0.00
14-Jan-13,1470.68,0.00
15-Jan-13,1472.34,0.00
16-Jan-13,1472.63,0.00
17-Jan-13,1480.94,0.01
18-Jan-13,1485.98,0.00
22-Jan-13,1492.56,0.00
23-Jan-13,1494.81,0.00
24-Jan-13,1494.82,0.00
25-Jan-13,1502.96,0.01
28-Jan-13,1500.18,0.00
29-Jan-13,1507.84,0.01
30-Jan-13,1501.96,0.00
31-Jan-13,1498.11,0.00
1-Feb-13,1513.17,0.01
4-Feb-13,1495.71,-0.01
5-Feb-13,1511.29,0.01
6-Feb-13,1512.12,0.00
7-Feb-13,1509.39,0.00
8-Feb-13,1517.93,0.01
11-Feb-13,1517.01,0.00
12-Feb-13,1519.43,0.00
13-Feb-13,1520.33,0.00
14-Feb-13,1521.38,0.00
15-Feb-13,1519.79,0.00
19-Feb-13,1530.94,0.01
20-Feb-13,1511.95,-0.01
21-Feb-13,1502.42,-0.01
22-Feb-13,1515.60,0.01
25-Feb-13,1487.85,-0.02
26-Feb-13,1496.94,0.01
27-Feb-13,1515.99,0.01
28-Feb-13,1514.68,0.00
1-Mar-13,1518.20,0.00
4-Mar-13,1525.20,0.00
5-Mar-13,1539.79,0.01
6-Mar-13,1541.46,0.00
7-Mar-13,1544.26,0.00
8-Mar-13,1551.18,0.00
11-Mar-13,1556.22,0.00
12-Mar-13,1552.48,0.00
13-Mar-13,1554.52,0.00
14-Mar-13,1563.23,0.01
15-Mar-13,1560.70,0.00
18-Mar-13,1552.10,-0.01
19-Mar-13,1548.34,0.00
20-Mar-13,1558.71,0.01
21-Mar-13,1545.80,-0.01
22-Mar-13,1556.89,0.01
25-Mar-13,1551.69,0.00
26-Mar-13,1563.77,0.01
27-Mar-13,1562.85,0.00
28-Mar-13,1569.19,0.00
1-Apr-13,1562.17,0.00
2-Apr-13,1570.25,0.01
3-Apr-13,1553.69,-0.01
4-Apr-13,1559.98,0.00
5-Apr-13,1553.28,0.00
8-Apr-13,1563.07,0.01
9-Apr-13,1568.61,0.00
10-Apr-13,1587.73,0.01
11-Apr-13,1593.37,0.00
12-Apr-13,1588.85,0.00
15-Apr-13,1552.36,-0.02
16-Apr-13,1574.57,0.01
17-Apr-13,1552.01,-0.01
18-Apr-13,1541.61,-0.01
19-Apr-13,1555.25,0.01
22-Apr-13,1562.50,0.00
23-Apr-13,1578.78,0.01
24-Apr-13,1578.79,0.00
25-Apr-13,1585.16,0.00
26-Apr-13,1582.24,0.00
29-Apr-13,1593.61,0.01
30-Apr-13,1597.57,0.00
1-May-13,1582.70,-0.01
2-May-13,1597.59,0.01
3-May-13,1614.42,0.01
6-May-13,1617.50,0.00
7-May-13,1625.96,0.01
8-May-13,1632.69,0.00
9-May-13,1626.67,0.00
10-May-13,1633.70,0.00
13-May-13,1633.77,0.00
14-May-13,1650.34,0.01
15-May-13,1658.78,0.01
16-May-13,1650.47,-0.01
17-May-13,1667.47,0.01
20-May-13,1666.29,0.00
21-May-13,1669.16,0.00
22-May-13,1655.35,-0.01
23-May-13,1650.51,0.00
24-May-13,1649.60,0.00
28-May-13,1660.06,0.01
29-May-13,1648.36,-0.01
30-May-13,1654.41,0.00
31-May-13,1630.74,-0.01
3-Jun-13,1640.42,0.01
4-Jun-13,1631.38,-0.01
5-Jun-13,1608.90,-0.01
6-Jun-13,1622.56,0.01
7-Jun-13,1643.38,0.01
10-Jun-13,1642.81,0.00
11-Jun-13,1626.13,-0.01
12-Jun-13,1612.52,-0.01
13-Jun-13,1636.36,0.01
14-Jun-13,1626.73,-0.01
17-Jun-13,1639.04,0.01
18-Jun-13,1651.81,0.01
19-Jun-13,1628.93,-0.01
20-Jun-13,1588.19,-0.03
21-Jun-13,1592.43,0.00
24-Jun-13,1573.09,-0.01
25-Jun-13,1588.03,0.01
26-Jun-13,1603.26,0.01
27-Jun-13,1613.20,0.01
28-Jun-13,1606.28,0.00
1-Jul-13,1614.96,0.01
2-Jul-13,1614.08,0.00
